1,Acura
2,Audi
3,Bentley
4,BMW
5,Buick
6,Cadillac
7,Chevrolet
8,Chrysler
9,Dodge
10,Fiat
11,Ford
12,GMC
13,Honda
14,Hyundai
15,Infiniti
16,Jaguar
17,Jeep
18,Kia
19,Lamborghini
20,Lexus
21,Lincoln
22,Maserati
23,Mazda
24,McLaren
25,Mercedes-Benz
26,Mini
27,Mitsubishi
28,Nissan
29,Porsche
30,Rolls-Royce
31,Scion
32,Smart
33,Subaru
34,Toyota
35,Volkswagen
36,Volvo
